序号,区县名称,街道名称,社区名称,类别名,名称（全称）,地址（详细到门牌号）,邮政编码,联系电话,服务项目,服务时间
1425,丰台区,西罗园街道,洋桥北里社区,超市,首航超市,洋桥北里社区中门,100077,87207053,生活必需品的提供,周一至周日
1426,丰台区,西罗园街道,洋桥村社区,超市,洋桥村便民超市,洋桥71号院西侧,100068,67529657,日常用品销售,8：00-20：00
1427,丰台区,西罗园街道,洋桥西里社区,超市,家园超市,洋桥西里33号,100077,67245938,食品、百货,周一至周日8:00-22:00
1428,丰台区,西罗园街道,洋桥西里社区,超市,北京兴华亚秀商店,洋桥西里7号楼北平房,100077,,,周一至周日8:00-22:01
1429,丰台区,西罗园街道,洋桥西里社区,超市,洋桥西里35号楼便民超市,洋桥西里35号楼,100077,67224326,百货,周一至周日8:00-22:02
1430,丰台区,西罗园街道,洋桥西里社区,超市,烟酒茶便利超市,洋桥西里35号楼一层,100077,87253868,烟酒,周一至周日8:00-22:03
1431,丰台区,西罗园街道,西罗园第一社区,超市,社区便民超市,一区22号楼西侧,100077,,零售各种食品、日用品,
1432,丰台区,新村街道,电力机社区,超市,北京广联超市丰台西站店,丰西北里2号楼西侧,100070,51117088,购物,
1433,丰台区,新村街道,丰西社区,超市,北京广联创业商贸有限公司丰台西站店,丰西北里3号楼西侧,100070,51117088,经营日用百货,
1434,丰台区,新村街道,丰西社区,超市,北京佳佳鑫商贸有限公司,丰西北里68号,100070,13801235695,经营日用百货,
1435,丰台区,新村街道,富丰园社区,超市,世纪华联超市,富丰园15号楼底商,100070,13718871782,零售日常生活用品,6:30-24:00
1436,丰台区,新村街道,富锦社区,超市,东方顺发超市,富锦嘉园2区9号楼1层,100070,13693199899,食品、小商品零售,
1437,丰台区,新村街道,韩一社区,超市,千禧百旺超市,丰南路116号,100070,13520660372,商品零售,
1438,丰台区,新村街道,科一社区,超市,北京欧尚超市,邻枫路1号,100070,83671866,为附近居民提供日常生活保障,周一至周日8：00－22：00
1439,丰台区,新村街道,明春苑社区,超市,明春东园万家福超市,明春东园旧商业街,100160,13466338995,副食百货,2010.11至现在
1440,丰台区,新村街道,桥梁厂第二社区,超市,华冠超市,新村一里15号,100070,,各种生活用品、食品等零售,周一至周五
1441,丰台区,新村街道,三环新城社区,超市,龙翔超市,8号院13号楼底商,100070,,,
1442,丰台区,新村街道,三环新城社区,超市,久久瑞园,6号院3号楼底商,100070,,,
1443,丰台区,新村街道,万柳园社区,超市,迪亚天天超市,万柳园小区34号楼,100070,13911836621,零售,
1444,丰台区,新村街道,万年花城第一社区,超市,北京京客隆商业集团股份有限公司京客隆花城店,丰台区万芳园一区19号楼1层13.15-22号,100070,63621351,零售商品、送货上门,每天8：00：00---21：00
1445,丰台区,新村街道,怡海花园社区,超市,华润超市,富泽园6号楼底商,100070,63797172,,
1446,丰台区,新村街道,银地社区,超市,京客隆超市,银地家园3号楼,100160,83729797,日用品零售,8:30---20:30
1447,丰台区,新村街道,育芳园社区,超市,新时特超市,北京市丰台区育芳园小区19号,100070,63745868,日用百货销售,9：00-21：00
1448,丰台区,新村街道,育仁里社区,超市,育仁里社区便民服务店,育仁里社区平房,100070,83621890,,
1449,丰台区,新村街道,造甲南里社区,超市,京丰亿家乐超市,造甲南里11号楼底商,100070,13240390463,日用品,
1450,丰台区,右安门街道,翠林二里社区,超市,吉聚缘超市,翠林一里甲15号楼,100069,83404278,生活用品,8：30-20：00
1451,丰台区,右安门街道,翠林三里社区,超市,迪亚天天超市,翠林三里8号楼,100069,83403820,食品、日用百货,全天
1452,丰台区,右安门街道,开阳里第二社区,超市,迪亚天天,开阳里二区4号楼底商,100069,13552167737,便民购物日用百货、蔬菜食品,全天
1453,丰台区,右安门街道,开四社区,超市,瑞佳超市,北京市丰台区右外开阳里六区8号楼Ｂ座101,100069,13701037009,食品销售,8：00－22：00
1454,丰台区,右安门街道,开阳里第一社区,超市,迪亚天天,开阳里二区4号楼底商,100069,13552167737,便民购物日用百货、蔬菜食品,全天
1455,丰台区,右安门街道,西铁营社区,超市,物美综合超市右安门店,丰台区右外大街99号,100069,88255657,生活用品、日用百货零售,8:30-21:30
1456,丰台区,右安门街道,永乐社区,超市,物美超市,开阳里二街53号,100069,63538682,零售百货及食品,8点至21点
1457,丰台区,右安门街道,玉林东里二区社区,超市,便利发超发,玉东二社区门口对过,100069,,烟酒、食品、饮料、副食、粮油、生鲜、日配、文体、日化、家居、纺织,每天
1458,丰台区,右安门街道,玉林东里一区社区,超市,华强超市,右外大街1号楼,100069,63056663,烟酒、食品、饮料、副食、粮油、生鲜、日配、文体、日化、家居、纺织,每天
1459,丰台区,右安门街道,玉林里社区,超市,右安门玉林里燕林综合超市,右安门玉林里燕林综合超市,100069,63292092,日常生活用,全天
1460,丰台区,右安门街道,玉林西里社区,超市,邻里佳超市,玉林里56号楼一层底商,100069,63054311,百货，烟酒，食品，主食，蔬菜等,周一至周日
1461,丰台区,右安门街道,翠林一里社区,超市,吉聚缘超市,翠林一里甲15号楼,100069,83404278,生活用品,8：30-20：00
1462,丰台区,右安门街道,东滨河路社区,超市,天客隆超市,右外大街2号,100069,83524020,各种生活用品,每日
1463,丰台区,右安门街道,东滨河路社区,超市,物美生活超市,右外开阳桥西南角瀚海大厦底商,100069,,各种生活用品,每日
1464,丰台区,右安门街道,开阳里第三社区,超市,物美超市,开阳里二街53号,100069,63538682,零售百货及食品,8点至21点
1465,丰台区,云岗街道,大灰厂社区,超市,广联超市,大灰厂路88号,100074,83846735,提供各种百货,8:00-21:00
1466,丰台区,云岗街道,南一社区,超市,物美综合超市,云岗邮局对面,100074,68192451,日用百货,周一至周日
1467,丰台区,云岗街道,镇岗南里社区,超市,东北辰超市,镇岗南里3号院,100074,,生活用品,全天
1468,丰台区,云岗街道,北区社区,超市,子键盛客隆超市,北京市丰台区云岗北区西里8号,100074,88539930,食品饮料、蔬菜肉食、办公用品、冷饮速食,8：00~21：00
1469,丰台区,云岗街道,北区社区,超市,兴源商店,北京市丰台区云岗北区东里5号,100074,88536441,食品饮料、冷饮,8：00~21：00
1470,丰台区,云岗街道,北区社区,超市,红帆食品店,北京市丰台区云岗北区东里1号,100074,68743298,食品饮料、冷饮、熟食,8：00~21：00
1471,丰台区,长辛店街道,长辛店北关社区,超市,恒义通宝超市,长辛店大街81号,100072,51155879,零售食品、生活用品,8:30-21:00
1472,丰台区,长辛店街道,长辛店北关社区,超市,物美博兰特便利超市有限责任公司,长辛店大街131号,100072,83876354,零售食品、生活用品,7:30-22:00
1473,丰台区,长辛店街道,车辆厂社区,超市,"迪亚天天超市
物美佳联超市
",张郭庄26楼底商,100072,51152064,为社区居民提供日常生活用品服务,9:00-18:00
1474,丰台区,长辛店街道,车辆厂社区,超市,物美佳联超市,张郭庄26楼底商,100072,83876195,为社区居民提供日常生活用品服务,9:00-18:00
1475,丰台区,长辛店街道,车辆厂社区,超市,世纪家家福超市,张郭庄南号16号,100072,51155748,为社区居民提供日常生活用品服务,9:00-18:00
1476,丰台区,长辛店街道,陈庄社区,超市,通惠利民,花园南里24号,100072,,百货、生活用品、食品等,早7:30-晚10.00
1477,丰台区,长辛店街道,崔村二里社区,超市,千禧龙腾超市,铁小487号,100072,83300518,零售食品、小商品,全天
1478,丰台区,长辛店街道,杜家坎社区,超市,吉来顺超市,丰台区长辛店杜家坎甲3号院,100072,83883384,零售,
1479,丰台区,长辛店街道,合成公社区,超市,世纪家家福超市,北京市丰台区长辛店大街260号,100072,83884180,日用百货、食品副食,周一至周五
1480,丰台区,长辛店街道,槐树岭社区,超市,北京华冠商贸有限公司76店,槐树岭四号院创成大厦一层,100072,83804933,超市零售,常年
1481,丰台区,长辛店街道,槐树岭社区,超市,北京永定商贸有限责任公司,槐树岭四号院,100072,83808759,日用零售,常年
1482,丰台区,长辛店街道,南墙缝社区,超市,国庆平价超市,丰台区长辛店大街219号,100072,83876051,为社区居民提供日常用品,早七点晚九点
1483,丰台区,长辛店街道,玉皇庄社区,超市,北京市天和佳利百货商店,丰台区长辛店杜家坎甲16号,100072,83868427,出售各类日常用品,8:00-19:00
1484,丰台区,长辛店街道,张郭庄社区,超市,曙光超市,张郭庄沙锅村145,100072,15711384341,日用百货、食品,早8.30--晚9.00
1485,丰台区,长辛店街道,赵辛店社区,超市,世纪家家福超市,长辛店乡赵辛店村530号,100072,51155606,方便社区居民购买生活物品,每天8:00-22:00
1486,丰台区,长辛店街道,朱西社区,超市,燕子超市,张家坟北里,100072,,百货、食品零售,12小时
1487,丰台区,长辛店街道,装工院社区,超市,"
五斗米超市
",杜家坎19号院外,"
100072
",,为社区居民提供日常生活用品服务,7:00-21:00
1488,丰台区,长辛店街道,装技所社区,超市,槐树岭生活超市,槐树岭三号院院内,100072,66862094,,9：00－21：00
1489,丰台区,长辛店街道,芦井社区,超市,风华副食店,芦井村中,100072,83860033,零售,
1490,丰台区,马家堡街道,晨宇社区,超市,美廉美超市,马家堡路67号院门前,100068,13720032480,食品、用品等,全体
1491,丰台区,马家堡街道,城南嘉园社区,超市,翔客隆超市,益城园11楼底商,100068,67533360,日常食品、日用品,每天
1492,丰台区,马家堡街道,城南嘉园社区,超市,草原兴发,益城园11楼底商,100068,67523803,日常食品、日用品,每天
1493,丰台区,马家堡街道,嘉园二里社区,超市,嘉佳超市,38号楼东侧平房,100067,67531506,零售,8:30-19:30
1494,丰台区,马家堡街道,嘉园三里社区,超市,勤家便利超市,嘉园三里底商,100067,,售卖日常用品,周一到周日
1495,丰台区,马家堡街道,嘉园一里社区,超市,家乐福超市,南三环南路1号,100070,87570802,生活用品,每天
1496,丰台区,马家堡街道,双晨社区,超市,北京马家堡宏华卷烟经营部,服务街13号楼乙1号,100068,67575783,零售包装食品、国产卷烟、国产雪茄烟,全天
1497,丰台区,马家堡街道,双晨社区,超市,北京马家堡京图华食品店,晨光小区门口北平房甲2号,100068,67572324,零售包装食品、国产卷烟,全天
1498,丰台区,马家堡街道,双晨社区,超市,勤家便利新店,角门西里1号楼底商,100068,67579357,零售国产卷烟、国产雪茄烟,全天
1499,丰台区,马家堡街道,西里一社区,超市,物美便利店,马家堡西里53号,100068,,食品,8:00-22:00
1500,丰台区,马家堡街道,欣汇社区,超市,京客隆,马家堡西路30号院1号楼,100068,87560512,零售日用品、食品,全天
1501,丰台区,马家堡街道,欣汇社区,超市,华欣超市,马家堡西路28号院8号楼,100068,15699838609,零售日用品、食品,全天
1502,丰台区,马家堡街道,星河苑社区,超市,北京百发缘副食经营部,星河苑1-3-03,100068,87076950,食品及生活用品的销售,早9：00至晚9：00
1503,丰台区,马家堡街道,星河苑社区,超市,北京天天乐购超市,星河苑G2-18-1,100068,67544790,食品及生活用品的销售,早9：00至晚9：00
1504,丰台区,马家堡街道,星河苑社区,超市,北京家乐兴旺超市,星河苑1#院14#楼底商,100068,67537835,食品及生活用品的销售,早9：00至晚9：00
1505,丰台区,马家堡街道,星河苑社区,超市,方氏兴越超市,G2-10-01,100068,67583791、13051121116,食品及生活用品的销售,早9：00至晚9：00
1506,丰台区,马家堡街道,星河苑社区,超市,物美便利店——公益西桥店,G2-22楼,100068,67560962,食品及生活用品的销售,早9：00至晚9：00
1507,丰台区,马家堡街道,星河苑社区,超市,宾馆便利店,G2-16底商,100068,15321039861,食品及生活用品的销售,早9：00至晚9：00
1508,丰台区,马家堡街道,星河苑社区,超市,金汤银面餐饮管理中心,星河苑1号院27号楼底商,100068,13121092558,食品及生活用品的销售,早9：00至晚9：00
1509,丰台区,马家堡街道,玉安园社区,超市,永辉超市（草桥店）,丰台区北甲地路10号院3号楼,100068,59813213,日用百货、化妆洗涤、食品等,周一至周日8：30-21：00
1510,海淀区,八里庄街道,46号院社区,超市,国红烟酒店,恩济庄46号院东平房3号,100142,88118439,烟酒食品,8:00-23：00
1511,海淀区,八里庄街道,八里庄北里社区,超市,吉聚源超市,八里庄北里社区54号楼底商,100142,88139953,食品销售,
1512,海淀区,八里庄街道,北京印象社区,超市,穆启新小超市,阜成路115号北京印象小区2号楼124,100142,88118411,日杂小商品及食品,
1513,海淀区,八里庄街道,首师大北校园社区,超市,物美超市,北洼路28号,100089,68725280,日用百货,全天
1514,海淀区,八里庄街道,定慧北里二居社区,超市,海平超市,定慧北里6号楼栋平房,100142,60117543,食品,
1515,海淀区,八里庄街道,定慧北里二居社区,超市,爱添美超市,定慧北里2号院北侧,100142,86050949,食品日杂,
1516,海淀区,八里庄街道,定慧西里第一社区,超市,大成顺天府,定慧西里1号楼,100142,88123993,,每天
1517,海淀区,八里庄街道,恩济里社区,超市,恩济里社区华润超市,恩济里小区27号楼底商,100142,,日用百货、食品,周一至周日8:30-21：00
1518,海淀区,八里庄街道,美丽园社区,超市,北京二商连锁超市,美丽园社区西门,100097,88592272,烟、酒、食品、日用品,
1519,海淀区,八里庄街道,核情报所社区,超市,彬鸿天和食品店,海淀区岭南路26号院内,100048,,日用品,
1520,海淀区,八里庄街道,双紫园社区,超市,双紫园社区便民超市,海淀区北洼西里29-7号,100089,,卖货,8：30—17：00
1521,海淀区,八里庄街道,首师大北校园社区,超市,物美超市,北洼路28号,100089,68725280,日用百货,全天
1522,海淀区,八里庄街道,徐庄社区,超市,联华快客便利店,彰化南路5号,100097,,,全天
1523,海淀区,八里庄街道,五路社区,超市,二商连锁超市,美丽西园（1-8）楼门外,100097,,,
1524,海淀区,八里庄街道,水文社区,超市,花光商厦超市,阜成路61号,100048,68413876,销售日常生活用品,8:30-20:30
1525,海淀区,八里庄街道,颐慧佳园社区,超市,北京佰润通达商贸公司(京客隆裕泽园店),海淀区五路裕泽园6号楼底商地上一层地下一层109号,100097,,便民货车方便使用、零售食品、为特殊群体服务,早9点至晚20点
1526,海淀区,八里庄街道,肿瘤医院社区,超市,肿瘤医院社区超市,阜成路甲52号地下室,100142,,,
1527,海淀区,八里庄街道,裕泽园社区,超市,京客隆,海淀区蓝靛厂南路50号6号楼地下室,100097,88491138,便民服务,全天
1528,海淀区,北太平庄街道,罗庄东里社区,超市,罗庄西里超市发,罗庄西里13号地下室,100088,82028578,零售各种食品、蔬菜、家庭日用杂品、服装、家用电器、玩具、家具以及医药用品等,9:00-21:00
1529,海淀区,北太平庄街道,锦秋知春社区,超市,超市发超市,蓟门里小区南商2号楼一层、二层东侧,100088,62362518,零售食品日用百货,8:30-11:30，2:00-5:00
1530,海淀区,北太平庄街道,罗庄社区,超市,罗庄超市发超市,罗庄西里13号楼,100088,,蔬菜、副食、小百货等零售,全天
1531,海淀区,北太平庄街道,红联北村社区,超市,迪亚天天超市,海淀区红联北村3号楼底商,100082,,日用百货、食品销售,
1532,海淀区,北太平庄街道,金晖嘉园社区,超市,食品超市,金晖嘉园社区8号楼地下一层,100082,,食品、日用品、烟、酒,
1533,海淀区,北太平庄街道,蓟门里社区,超市,超市发超市,蓟门里小区南商2号楼一层、二层东侧,100088,62362518,零售食品日用百货,8:00-20:00
1534,海淀区,北太平庄街道,蓟门里社区,超市,迪亚天天超市,蓟门里小区超市发蓟门店对面,100088,82021375,零售食品日用百货,8:00-20:00
1535,海淀区,北太平庄街道,今典花园社区,超市,天客隆超市,今典社区6号楼北侧,100082,62243782,综合超市,周一到周日8:30-20:30
1536,海淀区,北太平庄街道,明光北里社区,超市,超市发政法超市,北三环西路明光北里甲一号,100088,62218041,便民超市,早8：00至晚8：00
1537,海淀区,北太平庄街道,太月园社区,超市,华润超市,太月园小区3号楼二层,100088,,零售日用、百货,全天
1538,海淀区,北太平庄街道,天兆家园社区,超市,北京天缘鑫港百佳商贸有限公司,西直门北大街41号天兆家园1号楼底商,100044,62270155,提供生活用品,全天
1539,海淀区,北太平庄街道,文慧园路社区,超市,首航超市,文慧园路斜街,100082,62254129,生活服务用品,每天
1540,海淀区,北太平庄街道,明光村小区社区,超市,北京物美便利超市有限公司锐志海翔店,北京市海淀区西直门北大街甲1号,100082,13511016490,,周一至周五
1541,海淀区,北太平庄街道,明光村小区社区,超市,福多客超市,明光村小区社区小学校院外,100082,无,,
1542,海淀区,北太平庄街道,师大北路21号社区,超市,北京快客超市,北三环中路44号杏坛路西侧,100088,58757113,居民购物,24小时
1543,海淀区,北太平庄街道,文慧园社区,超市,顺天府八店,文慧园一号楼,100082,62267932,零售,8：00-21:00
1544,海淀区,北太平庄街道,首都体院社区,超市,好邻居超市,北三环西路11号首都体育学院,100091,82099105,超市,8:30-5:30
1545,海淀区,北太平庄街道,西直门北大街社区,超市,法宝超市,西直门北大街32号院,100082,,日常百货零售,
1546,海淀区,北太平庄街道,笑祖塔院社区,超市,华联超市,学院南路50号,100082,,,
1547,海淀区,北太平庄街道,西土城路8号院,超市,交科综合超市,西土城路8号院4号楼东侧平房,100088,62079284,销售水果、蔬菜、肉食、生活用品等,早7点-晚10点
1548,海淀区,北太平庄街道,新外大街23号院社区,超市,物美超市总参店,新外大街23号综合楼1层,100082,62236349,日用百货、主食、蔬菜、生鲜肉类,
1549,海淀区,北太平庄街道,冶建院社区,超市,复兴超市,海淀区西土城路31号北墙外,100088,82227733,为居民提供日常用品的有偿服务,每天早9点-晚7点
1550,海淀区,北太平庄街道,远洋风景社区,超市,远洋风景社区便利店,远洋风景1号楼B2,100082,82290387,日用百货、包装食品、桶装水,全天
1551,海淀区,北太平庄街道,邮电大学社区,超市,北区学苑超市,北京市海淀区西土城路十号北家属区,100876,62282732,日常百货零售,8:30-20:00
1552,海淀区,北太平庄街道,邮电大学社区,超市,学苑超市,北京市海淀区西土城路十号综合服务楼南侧,100876,62282059,日常百货零售,7:00-23：00
1553,海淀区,北太平庄街道,邮电大学社区,超市,学13楼南侧超市,北京市海淀区西土城路十号学13楼南侧,100876,62283319,日常百货零售,7:00-23:30
1554,海淀区,北太平庄街道,邮电大学社区,超市,超市发,北京市海淀区西土城路十号北京邮电大学南家属区,100876,62285698,日常百货零售,7:00-23：00
1555,海淀区,北太平庄街道,邮电大学社区,超市,兴盛超市,北京市海淀区西土城路十号北京邮电大学南家属区,100876,62285350,日常百货零售,7:30-22:00
1556,海淀区,北太平庄街道,邮电大学社区,超市,北邮消费合作社,北京市海淀区西土城路十号校医院南侧,100876,62281731,日常百货零售,8:00-20:00
1557,海淀区,北太平庄街道,邮电大学社区,超市,华欣超市,北京市海淀区学院南路10号平房103号,100876,62265208,日常百货零售,7：00-23:00
1558,海淀区,北太平庄街道,学院南路社区,超市,今典天客隆超市,红联北村,100082,62239218,购物,
1559,海淀区,北下关街道,60号院社区,超市,利康便民店,60号院大门口,,,,
1560,海淀区,北下关街道,北京交大社区,超市,北京树强商贸中心,海淀上园村3号院服务楼,100044,51684453,销售日百货、食品、调料、饮料,7:30-22:00
1561,海淀区,北下关街道,北京交大社区,超市,交大职工消费合作社,海淀上园村3号院服务楼,100044,51684306,销售日百货、食品、调料、饮料,7:30-22:00
1562,海淀区,北下关街道,大慧寺社区,超市,好邻居超市,淀区大慧寺路5号院底商,100081,13671349845,生活用品超市,
1563,海淀区,北下关街道,动物园社区,超市,北京福安宁商店,西外太平庄动物园社区北门,100081,13651095536,日用百货,7:00-21:00
1564,海淀区,北下关街道,动物园社区,超市,锦绣食品店,西外太平庄14号楼南,100081,13120093996,日用百货,7:00-21:00
1565,海淀区,北下关街道,动物园社区,超市,小卖部,西外太平庄8号楼下,100081,,日用百货,7:00-22:00
1566,海淀区,北下关街道,交大嘉园社区,超市,超市发,交大嘉园2号楼底商,100044,82165783,购物,
1567,海淀区,北下关街道,大钟寺社区,超市,1、北京家乐福商业有限公司,1、海淀区北三环西路中坤商业广场B2,100098,1、52963298,食品百货零售,
1568,海淀区,北下关街道,农影社区,超市,农影便民超市,中关村南大街乙10号,100081,82101952,蔬菜，日用品类,9:00~16:00
1569,海淀区,北下关街道,净土寺社区,超市,华欣超市,交大东路36号院,100044,62231681,,
1570,海淀区,北下关街道,南里二区社区,超市,华欣超市,南里二区西大门西侧地下室,100086,,为周边居民购买商品提供便利,每日8:00-22:00
1571,海淀区,北下关街道,南里社区,超市,海翔超市,双榆树南里二区甲10号楼,,,,
1572,海淀区,北下关街道,卫生部社区,超市,社区便民商店,7号楼2门101号,100044,62227738,生活日用品零售,全天
1573,海淀区,北下关街道,净土寺第二社区,超市,物美超市,北京市海淀区交大东路31号院,100044,51583369,超市便利店,24小时
1574,海淀区,北下关街道,皂君庙南路社区,超市,华欣超市,皂君庙14号院1号楼底商,100081,62133180,便民超市,8:00-20:00
1575,海淀区,北下关街道,娘娘庙社区,超市,迪亚天天,交大东路66号院舒至嘉园4号楼,100044,84535060,副食品,
1576,海淀区,北下关街道,中国气象局社区,超市,超市发白颐路点,中关村南大街46号南区22号楼,100081,68405553,食品、副食、蔬菜、小商品等,早8：00-21：00
1577,海淀区,北下关街道,中国农科院社区,超市,超市发农科院店,中关村南大街12号,100081,,,每天
1578,海淀区,北下关街道,中国铁道科学研究院社区,超市,北京市铁昆综合商店,大柳树路2号院内南十二楼一层,100081,51893046,烟、酒、糖、茶、日用品,
1579,海淀区,甘家口街道,白堆子社区,超市,世纪家家福超市,阜光里8号楼地下室,100048,68426659,日用百货,全天
1580,海淀区,甘家口街道,阜南社区,超市,顺天府6店,阜北社区,100037,68033255,购物,周一至周日全天
1581,海淀区,甘家口街道,甘东社区,超市,北京顺天府商业有限责任公司第六分店,甘家口小区31号楼前,100037,68367667,出售日用百货,全天
1582,海淀区,甘家口街道,航天社区,超市,物美超市,阜成路8号,100830,13910324553,日用百货,全天
1583,海淀区,甘家口街道,工运社区,超市,永辉超市,增光路45号,100048,,百货、食品、蔬菜等零售,8：00-21：00
1584,海淀区,甘家口街道,海军总医院社区,超市,海军总医院军人服务社,阜成路6号院服务楼,100048,66958370,日用百货,周一至周五
1585,海淀区,甘家口街道,工商大学社区,超市,1、永辉超市2、美廉美,1、海淀区增光路45号2、海淀区增光路35号,100037,88562969,百货副食等日用品,每天9:00-20:00
1586,海淀区,田村路街道,永金里社区,超市,永金里社区便民超市,海淀区五棵松路81号物业楼1层,100143,,百货类,早9点-21点
1587,海淀区,田村路街道,永景园社区,超市,永景园社区小超市,永定路甲1号1号楼,100143,81688938,日用品销售,全天
1588,海淀区,田村路街道,玉海园二里社区,超市,天赐发超市,玉海园二里9号楼东侧,100143,88261855,出售食品和生活用品,
1589,海淀区,田村路街道,玉海园二里社区,超市,超市发玉海园店,海淀区金沟河路19号,100143,68164777,零售日用品、食品,
1590,海淀区,田村路街道,玉海园二里社区,超市,物美便利超市科大店,玉泉路19丙-18号,100143,88258526,零售日用品、食品,
1591,海淀区,田村路街道,玉海园三里社区,超市,利客隆超市发玉海园店,万成大厦,,,销售日用百货,
1592,海淀区,田村路街道,玉海园五里社区,超市,超市发玉海园店,采石路与金沟河路交叉口东侧,100143,68164777,综合零售,
1593,海淀区,田村路街道,乐府家园社区,超市,京客隆,定路乙1号1号楼底商,100143,58976140,商品零售,早8：00至9：30
1594,海淀区,田村路街道,泽丰苑社区,超市,海淀区超市发,海淀区玉海园超市发店,100143,,,工作日
1595,海淀区,田村路街道,幸福社区,超市,超市发超市,半壁店33号,100143,88629972,,8：30—21：30
1596,海淀区,田村路街道,山南社区,超市,世纪华联,田村山南路15号院,100049,,日用百货，食品,
1597,海淀区,田村路街道,玉海园一里社区,超市,超市发玉海园店,金沟河路19号,100039,68186336,日用百货零售,每天8小时
1598,海淀区,田村路街道,永达社区,超市,田村路超市发,田村路37号,100143,,销售日用品,12小时
1599,海淀区,万寿路街道,翠微路社区,超市,便民超市,翠微路2号院17楼1层,100036,,便民服务,全天
1600,海淀区,万寿路街道,翠微南里社区,超市,绿圃园超市,翠微南里社区南平房,100036,,零售百货,
1601,海淀区,万寿路街道,翠微北里社区,超市,元周利民超市,翠微北里12号院一层,100036,,百货商品销售，服务社区居民,
1602,海淀区,万寿路街道,复兴路32号社区,超市,社区便民超市,六建中间,100039,68165675,生活用品,14小时
1603,海淀区,万寿路街道,复兴路22号社区,超市,机关综合楼商业服务中心,大院综合楼一层,100842,51928126,生活用品、送货上门,星期一--日
1604,海淀区,万寿路街道,复兴路24号社区,超市,复兴路24号社区超市发超市,复兴路24号社区超市发超市,100852,66827834,百货、日常用品,9:00—19:00
1605,海淀区,万寿路街道,复兴路28号社区,超市,世纪华联超市,复兴路28号综合服务楼,100853,,便民超市,
1606,海淀区,万寿路街道,万寿路8号社区,超市,秀丽德美超市,万寿路8号院,100036,68162695,超市,
1607,海淀区,万寿路街道,后勤指挥学院社区,超市,汇海银星超市,4号楼5号楼一层,100036,,各种生活用品、食品、服装等,上午9:00—21:00
1608,海淀区,万寿路街道,复兴路20号社区,超市,通信部社区超市,复兴路20号东区12楼,100840,66803638,百货用品,8:00-20:00
1609,海淀区,万寿路街道,复兴路61号社区,超市,世纪华联,复兴路61号,100036,68165108,销售,
1610,海淀区,万寿路街道,复兴路83号社区,超市,复兴路83号军缘超市,复兴路83号,100039,66706210,日用百货、副食、烟酒、奶等,早8点至晚8点
1611,海淀区,万寿路街道,太平路24号社区,超市,太平路,太平路24号10号楼512层,100036,51953157,日用百货、冷饮等,每周7天
1612,海淀区,万寿路街道,太平路22号社区,超市,军人服务社,內招东头1层,100036,66887124,百货、自选小超市,每周1—5
1613,海淀区,万寿路街道,太平路27号社区,超市,太平路27号社区,太平路27、38、48号院,100850,66874881,生活日用品,全天
1614,海淀区,万寿路街道,今日家园社区,超市,旺市百利五棵松店,西翠路5号底商,100039,,,
1615,海淀区,万寿路街道,万寿路社区,超市,北京超市发连锁股份有限公司超市发万寿路店,万寿路乙14号,100036,88270238,销售日用百货、食品。,8:00-20:00
1616,海淀区,万寿路街道,朱各庄社区,超市,优怡美便利超市,万寿路4号院服务中心,100036,66973033,日用百货,7:00-22:00
1617,海淀区,万寿路街道,朱各庄10号社区,超市,朱各庄10号院超市,朱各庄10号院门脸房,100036,,,
1618,海淀区,万寿路街道,甲15号社区,超市,华普超市,甲15号中联部7号楼,100036,68231927,商品零售,全天
1619,海淀区,万寿路街道,西街16号社区,超市,世纪华联超市,西翠路12号底商,100036,,日用商品,全天
1620,海淀区,温泉镇,304所社区,超市,千禧百旺,环山村,100095,,商品供应,
1621,海淀区,温泉镇,白家疃社区,超市,新世联华超市,海淀区温泉镇杨家庄村南,100095,62400650,综合性商品零售,8:00—20:00
1622,海淀区,温泉镇,杨庄社区,超市,世纪联华超市,温泉路白家疃村东,100095,62400650,副食、饮料、主食等,每天
1623,海淀区,西北旺镇,航天城一社区,超市,超市发、巡天超市,26号院西院、东院,100094,82772762,为小区居民提供日杂、副食、水果、日用品等服务,常年
1624,海淀区,西北旺镇,六里屯社区,超市,迎客喜超市,宏丰西路1号院内,100094,62488597,小型综合超市、日用百货等,全日制
1625,海淀区,西三旗街道,机械学院联合社区,超市,超市发美欣店,清河小营东路16号院美欣一号楼底商,100192,62950835,生鲜食品、副食百货、零售批发,9:00-21:00
1626,海淀区,西三旗街道,电科院社区,超市,超市发电科院店,清河小营东路7号院南墙,100192,82415422,商品零售,每日9-20时
1627,海淀区,西三旗街道,建材东里社区,超市,建材东里超市发便利店,东二里8号楼底商,100096,82916586,烟草、日用品、副食等,8:00-23:00
1628,海淀区,西三旗街道,北新集团社区,超市,华乐通超市,西三旗建材城西路39号北新家园,100096,无,销售各种日常用品，食品等,周一至周日
1629,海淀区,西三旗街道,宝盛里社区,超市,迪亚天天,宝盛里社区3号楼、37号楼底商,100192,845355005,日用百货、食品,全天
1630,海淀区,西三旗街道,枫丹丽舍社区,超市,超市发（新都店）,西三旗建材城中路新都环岛程远商务底商,100096,51619171,日常商品零售,每天9:00-21:00
1631,海淀区,西三旗街道,清缘西里社区,超市,物美超市,清缘西里11号楼底商,100192,,,
1632,海淀区,西三旗街道,清景园社区,超市,物美,清河龙岗路,,,,周一至周日
