序号,区县名称,街道名称,社区名称,类别名,名称（全称）,地址（详细到门牌号）,邮政编码,联系电话,服务项目,服务时间,家政服务
504,海淀区,学院路街道,中科院社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心　,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
505,海淀区,学院路街道,学知园社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心　,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
506,海淀区,学院路街道,逸成社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心　,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
507,海淀区,学院路街道,西王庄社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心　,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
508,海淀区,学院路街道,石油大院社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心　,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
509,海淀区,学院路街道,石科院社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心　,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
510,海淀区,学院路街道,十五所社区,家政服务,北京市海淀区三八家务服务中心,北京市海淀区志新社区活动中心,100083,62311090,家政服务、月嫂服务、保洁服务、培训咨询、家教服务、职业介绍,9:00-17:00,家政服务
511,海淀区,燕园街道,中关园社区,家政服务,北京市三八服务中心燕园分部,中关园501楼南侧,100080,62752492、62754421,小时工、保姆、育婴嫂、护工、专业保洁,8:30- 18:00,家政服务
512,海淀区,羊坊店街道,吴家村路十号院社区,家政服务,嘉和德奎家庭服务中心,海淀区吴家村路十号院12-13号楼中间,,,,,家政服务
513,海淀区,羊坊店街道,勘测社区,家政服务,乐助友家政,海淀区羊坊店村5号丙楼2门3号,100038,63961922,小时工、保姆,每周全天,家政服务
514,海淀区,羊坊店街道,电信局社区,家政服务,会城门爱心家园,北蜂窝路东侧,100038,63329927,家政服务,"周一—周五8：30-11:30,14:00-17-00",家政服务
515,海淀区,羊坊店街道,普惠寺社区,家政服务,爱家洁,普惠南里14号楼地下一层,100036,68159543,小时工、家庭保姆,24小时,家政服务
516,海淀区,羊坊店街道,小马厂社区,家政服务,便民家政,社区内,100038,15510373497,家政服务,24小时,家政服务
517,海淀区,羊坊店街道,有色设计院社区,家政服务,天下椿萱家政服务,羊坊店路16号14-1,100038,63983972,家政服务,9：00-17：:0,家政服务
518,海淀区,永定路街道,二街坊西社区,家政服务,首航旅馆家政服务,永定路５７号220楼北平房,100039,68385008,　家政服务介绍,　周一至周五,家政服务
519,海淀区,中关村街道,东里北社区,家政服务,诚友情,双榆树东里10楼107　,100086,13717772996,　家政服务,8：30-11：30,家政服务
520,海淀区,中关村街道,东里南社区,家政服务,　北京诚友情家政公司,　双榆树东里10号楼,100086,82114282,　保姆 小时工 介绍,　周一至周日,家政服务
521,海淀区,中关村街道,太阳园社区,家政服务,北京洁雅恒源清洁服务有限责任公司,太阳园社区3号楼负一层,100098,82139960,根据住户需要入户进行家政服务。,根据住户要求,家政服务
522,海淀区,中关村街道,新科祥园社区,家政服务,北京裕展物业管理有限公司新科祥园项目部,中关村科学院南路新科祥园1号楼半地下,100190,82521118,　根据住户需要入户进行家政服务。,根据住户要求,家政服务
523,海淀区,紫竹院街道,厂洼社区,家政服务,　海花月嫂家政公司,　   厂洼东二街,100044,6845.9951,介绍小时工、保姆,周一至周五,家政服务
524,海淀区,紫竹院街道,北外社区,家政服务,北外家政服务,北外西院11-4-201　,100089,88816510,　              综   合,,家政服务
525,海淀区,紫竹院街道,厂洼二社区,家政服务,海花家政服务　,　三虎桥,,,　家政服务,周一至周日,家政服务
526,海淀区,紫竹院街道,兵器社区,家政服务,兵器社区服务站,车道沟十号院五塔北侧平房,100089,68962737,为居民的家庭服务需求提供信息,　全天,家政服务
527,海淀区,紫竹院街道,航五院社区,家政服务,海花诚挚月嫂家政服务中心,车公庄西路45号院花园写字楼,,68459551,代请保姆、代办购物、请小时工,周一至周日,家政服务
528,海淀区,北太平庄街道,罗庄东里社区,家政服务,　彩虹保洁公司,　罗庄东里西门,100088,82359759,　保洁、家政,8:30-11:30，14:00-17:00,家政服务
529,海淀区,北太平庄街道,锦秋知春,家政服务,北太平庄社区服务中心,北京市海淀区北太平庄红联南村甲1号,100088,62228044,为各社区输出、介绍家政服务、收集社区家政需求，培训家政服务员,　8:30-11:30，2:00-5:00,家政服务
530,海淀区,北太平庄街道,罗庄社区,家政服务,北太街道服务中心,海淀区文慧园路68号,100082,62245647,家政服务,全天,家政服务
531,海淀区,北太平庄街道,蓟门里社区,家政服务,北太平庄社区服务中心,北京市海淀区北太平庄红联南村甲1号,100088,62228044,为各社区输出、介绍家政服务、收集社区家政需求，培训家政服务员,8:00-11:30，14:00-18:00,家政服务
532,海淀区,北太平庄街道,今典花园社区,家政服务,　今典花园社区家政服务站,　文慧园北路9号今典花园1-111,100082,62243782,　提供小时工、保姆介绍,　周一到周五8:30—5:00,家政服务
533,海淀区,北太平庄街道,明光北里社区,家政服务,　爱侬情缘家政,北三环西路明光北里甲一号,100088,62237426/62225146,　提供保姆、提供月嫂、保洁服务、钟点工、病人陪护,　8：30至下午5：00,家政服务
534,海淀区,北太平庄街道,太月园社区,家政服务,　北太平庄社区服务中心,　红联南村5号,100088,62224975,　家政、综合维修、文体娱乐、休闲健身,　全天,家政服务
535,海淀区,北太平庄街道,新外大街3号社区,家政服务,　北太平庄社区服务中心,　文慧园路68号,100082,82210642,　介绍小时工、家政服务,,家政服务
536,海淀区,北太平庄街道,索家坟第二社区,家政服务,北京市爱侬家政服务有限责任公司海淀西直门分部,索家坟2号29楼7门,100082,62258761,家庭劳务,,家政服务
537,海淀区,北太平庄街道,首都体院社区,家政服务,北太平庄服务中心,北京市海淀区北太平庄红联南村甲 1 号,100088,62228044,介绍家政服务，给失业和再就业人员培训，提供就业信息，为所需家庭提供输入输出。,8:30-11:30，2:30-5:30,家政服务
538,海淀区,北太平庄街道,新外大街3号社区,家政服务,　北太平庄社区服务中心,　文慧园路68号,100082,82210642,　介绍小时工、家政服务,,家政服务
